631,部分,bù fèn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
632,擦,cā,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
633,猜,cāi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
634,材料,cái liào,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
635,参观,cān guān,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
636,差不多,chà bu duō,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
637,长城,Cháng chéng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
638,长江,Cháng Jiāng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
639,尝,cháng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
640,场,chǎng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
641,超过,chāo guò,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
642,吵,chǎo,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
643,乘坐,chéng zuò,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
644,成功,chéng gōng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
645,成熟,chéng shú,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
646,成为,chéng wéi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
647,诚实,chéng shí,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
648,吃惊,chī jīng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
649,重新,chóng xīn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
650,抽烟,chōu yān,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
651,出差,chū chāi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
652,出发,chū fā,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
653,出生,chū shēng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
654,传真,chuán zhēn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
655,窗户,chuāng hu,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
656,词典,cí diǎn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
657,从来,cóng lái,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
658,粗心,cū xīn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
659,答案,dá àn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
660,打扮,dǎ ban,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
661,打扰,dǎ rǎo,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
662,打印,dǎ yìn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
663,打折,dǎ zhé,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
664,打针,dǎ zhēn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
665,大概,dà gài,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
666,大使馆,dà shǐ guǎn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
667,大约,dà yuē,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
668,戴,dài,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
669,代表,dài biǎo,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
670,代替,dài tì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
671,大夫,dài fu,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
672,当,dāng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
673,当地,dāng dì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
674,当时,dāng shí,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
675,刀,dāo,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
676,导游,dǎo yóu,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
677,到处,dào chù,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
678,到底,dào dǐ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
679,道歉,dào qiàn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
680,得意,dé yì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
681,等,děng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
682,等,děng,,
683,底,dǐ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
684,地球,dì qiú,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
685,地址,dì zhǐ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
686,掉,diào,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
687,调查,diào chá,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
688,丢,diū,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
689,动作,dòng zuò,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
690,堵车,dǔ chē,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
691,肚子,dù zi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
692,断,duàn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
693,对,duì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
694,对,duì,,
695,对话,duì huà,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
696,对面,duì miàn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
697,顿,dùn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
698,朵,duǒ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
699,而,ér,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
700,儿童,ér tóng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
701,发,fā,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
702,发生,fā shēng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
703,发展,fā zhǎn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
704,法律,fǎ lǜ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
705,翻译,fān yì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
706,烦恼,fán nǎo,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
707,反对,fǎn duì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
708,反映,fǎn yìng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
709,范围,fàn wéi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
710,方法,fāng fǎ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
711,方面,fāng miàn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
712,方向,fāng xiàng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
713,访问,fǎng wèn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
714,放弃,fàng qì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
715,放暑假,fàng shǔ jià,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
716,分之,fēn zhī,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
717,份,fèn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
718,风景,fēng jǐng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
719,丰富,fēng fù,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
720,否则,fǒu zé,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
721,符合,fú hé,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
722,富,fù,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
723,负责,fù zé,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
724,复印,fù yìn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
725,复杂,fù zá,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
726,父亲,fù qīn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
727,改变,gǎi biàn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
728,干杯,gān bēi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
729,干燥,gān zào,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
730,感动,gǎn dòng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
731,感觉,gǎn jué,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
732,感情,gǎn qíng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
733,感谢,gǎn xiè,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
734,干,gàn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
735,刚刚,gāng gang,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
736,高级,gāo jí,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
737,个子,gè zi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
738,各,gè,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
739,公里,gōng lǐ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
740,工具,gōng jù,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
741,工资,gōng zī,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
742,共同,gòng tóng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
743,够,gòu,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
744,购物,gòu wù,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
745,孤单,gū dān,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
746,估计,gū jì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
747,鼓励,gǔ lì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
748,鼓掌,gǔ zhǎng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
749,顾客,gù kè,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
750,故意,gù yì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
751,挂,guà,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
752,关键,guān jiàn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
753,观众,guān zhòng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
754,管理,guǎn lǐ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
755,光,guāng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
756,广播,guǎng bō,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
757,广告,guǎng gào,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
758,逛,guàng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
759,规定,guī dìng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
760,国际,guó jì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
761,果然,guǒ rán,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
762,过,guò,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
763,过,guò,,
764,过程,guò chéng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
765,海洋,hǎi yáng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
766,害羞,hài xiū,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
767,寒假,hán jià,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
768,汗,hàn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
769,航班,háng bān,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
770,好处,hǎo chu,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
771,好像,hǎo xiàng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
772,号码,hào mǎ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
773,合格,hé gé,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
774,合适,hé shì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
775,盒子,hé zi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
776,猴子,hóu zi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
777,厚,hòu,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
778,后悔,hòu huǐ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
779,后来,hòu lái,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
780,忽然,hū rán,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
781,互相,hù xiāng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
782,护士,hù shi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
783,怀疑,huái yí,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
784,回忆,huí yì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
785,活动,huó dòng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
786,活泼,huó po,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
787,火,huǒ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
788,获得,huò dé,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
789,基础,jī chǔ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
790,激动,jī dòng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
791,积极,jī jí,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
792,积累,jī lěi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
793,极其,jí qí,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
794,即使,jí shǐ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
795,及时,jí shí,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
796,集合,jí hé,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
797,寄,jì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
798,继续,jì xù,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
799,记者,jì zhě,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
800,计划,jì huà,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
801,技术,jì shù,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
802,既然,jì rán,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
803,家具,jiā jù,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
804,加班,jiā bān,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
805,加油站,jiā yóu zhàn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
806,假,jiǎ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
807,价格,jià gé,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
808,坚持,jiān chí,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
809,减肥,jiǎn féi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
810,减少,jiǎn shǎo,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
811,将来,jiāng lái,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
812,奖金,jiǎng jīn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
813,降低,jiàng dī,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
814,交,jiāo,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
815,交流,jiāo liú,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
816,交通,jiāo tōng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
817,骄傲,jiāo ào,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
818,饺子,jiǎo zi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
819,教授,jiào shòu,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
820,教育,jiào yù,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
821,接受,jiē shòu,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
822,节约,jié yuē,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
823,结果,jié guǒ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
824,解释,jiě shì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
825,紧张,jǐn zhāng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
826,尽管,jǐn guǎn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
827,进行,jìn xíng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
828,禁止,jìn zhǐ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
829,精彩,jīng cǎi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
830,精神,jīng shén,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
831,经济,jīng jì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
832,经历,jīng lì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
833,经验,jīng yàn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
834,京剧,Jīng jù,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
835,警察,jǐng chá,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
836,竟然,jìng rán,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
837,竞争,jìng zhēng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
838,镜子,jìng zi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
839,究竟,jiū jìng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
840,举办,jǔ bàn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
841,拒绝,jù jué,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
842,距离,jù lí,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
843,开玩笑,kāi wán xiào,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
844,看法,kàn fǎ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
845,考虑,kǎo lǜ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
846,棵,kē,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
847,科学,kē xué,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
848,咳嗽,ké sou,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
849,可怜,kě lián,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
850,可是,kě shì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
851,可惜,kě xī,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
852,肯定,kěn dìng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
853,空气,kōng qì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
854,恐怕,kǒng pà,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
855,苦,kǔ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
856,宽,kuān,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
857,困,kùn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
858,困难,kùn nan,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
859,扩大,kuò dà,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
860,拉,lā,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
861,垃圾桶,lā jī tǒng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
862,辣,là,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
863,来不及,lái bu jí,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
864,来得及,lái de jí,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
865,懒,lǎn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
866,浪费,làng fèi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
867,浪漫,làng màn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
868,老虎,lǎo hǔ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
869,冷静,lěng jìng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
870,礼貌,lǐ mào,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
871,理发,lǐ fà,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
872,理解,lǐ jiě,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
873,理想,lǐ xiǎng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
874,厉害,lì hai,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
875,力气,lì qi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
876,例如,lì rú,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
877,俩,liǎ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
878,连,lián,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
879,联系,lián xì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
880,凉快,liáng kuai,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
881,亮,liàng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
882,聊天,liáo tiān,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
883,另外,lìng wài,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
884,留,liú,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
885,留学,liú xué,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
886,流泪,liú lèi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
887,流利,liú lì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
888,流行,liú xíng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
889,乱,luàn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
890,律师,lǜ shī,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
891,麻烦,má fan,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
892,马虎,mǎ hu,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
893,满,mǎn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
894,毛巾,máo jīn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
895,美丽,měi lì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
896,梦,mèng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
897,密码,mì mǎ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
898,免费,miǎn fèi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
899,民族,mín zú,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
900,母亲,mǔ qīn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
901,目的,mù dì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
902,耐心,nài xīn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
903,难道,nán dào,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
904,难受,nán shòu,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
905,内,nèi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
906,内容,nèi róng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
907,能力,néng lì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
908,年龄,nián líng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
909,农村,nóng cūn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
910,弄,nòng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
911,暖和,nuǎn huo,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
912,偶尔,ǒu ěr,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
913,排列,pái liè,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
914,判断,pàn duàn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
915,陪,péi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
916,批评,pī píng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
917,皮肤,pí fū,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
918,脾气,pí qi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
919,篇,piān,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
920,骗,piàn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
921,乒乓球,pīng pāng qiú,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
922,平时,píng shí,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
923,瓶子,píng zi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
924,破,pò,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
925,普遍,pǔ biàn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
926,其次,qí cì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
927,其中,qí zhōng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
928,起飞,qǐ fēi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
929,起来,qi lai,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
930,气候,qì hòu,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
931,千万,qiān wàn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
932,签证,qiān zhèng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
933,墙,qiáng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
934,敲,qiāo,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
935,桥,qiáo,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
936,巧克力,qiǎo kè lì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
937,亲戚,qīn qi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
938,轻,qīng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
939,轻松,qīng sōng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
940,情况,qíng kuàng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
941,请假,qǐng jià,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
942,请客,qǐng kè,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
943,穷,qióng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
944,区别,qū bié,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
945,取,qǔ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
946,全部,quán bù,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
947,缺点,quē diǎn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
948,缺少,quē shǎo,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
949,却,què,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
950,确实,què shí,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
951,群,qún,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
952,然而,rán ér,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
953,热闹,rè nao,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
954,人民币,rén mín bì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
955,任何,rèn hé,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
956,任务,rèn wu,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
957,扔,rēng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
958,仍然,réng rán,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
959,日记,rì jì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
960,入口,rù kǒu,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
961,软,ruǎn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
962,散步,sàn bù,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
963,森林,sēn lín,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
964,沙发,shā fā,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
965,商量,shāng liang,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
966,伤心,shāng xīn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
967,稍微,shāo wēi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
968,社会,shè huì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
969,深,shēn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
970,申请,shēn qǐng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
971,甚至,shèn zhì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
